Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,MACD,MACD_Signal,RSI,BB_Middle,BB_Upper,BB_Lower,Volume_MA,Volume_Ratio,Daily_Return,Volatility,Symbol
2022-03-28 13:30:00,62.45000076293945,64.02999877929688,62.0099983215332,63.209999084472656,2457900,,,,63.209999084472656,63.209999084472656,0.0,0.0,,,,,,,,,APO
2022-03-29 13:30:00,64.5999984741211,65.94999694824219,64.30000305175781,65.70999908447266,2098300,,,,64.56416575113931,64.50807600754958,0.056089743589737395,0.031160968660965217,,,,,,,0.03955070457537979,,APO
2022-03-30 13:30:00,65.18000030517578,65.2699966430664,62.77000045776367,63.040000915527344,2043200,,,,63.96928386379884,63.980610880844694,-0.011327017045850596,0.013747859764729227,,,,,,,-0.040633057466838984,,APO
2022-03-31 13:30:00,63.20000076293945,64.0199966430664,61.93000030517578,61.9900016784668,2625400,,,,63.344501829147326,63.42412353664511,-0.07962170749778608,-0.017881397438019853,,,,,,,-0.016656079026196924,,APO
2022-04-01 13:30:00,62.439998626708984,62.81999969482422,61.81999969482422,62.33000183105469,2409900,,,,63.06886580546487,63.17039220030549,-0.10152639484062576,-0.04276389309562513,,,,,,,0.005484757918727379,,APO
2022-04-04 13:30:00,62.56999969482422,63.709999084472656,62.47999954223633,63.36000061035156,1723400,,,,63.1396268795975,63.20836925257529,-0.06874237297778762,-0.04980550551923149,,,,,,,0.016524927788205135,,APO
2022-04-05 13:30:00,63.130001068115234,63.56999969482422,60.86000061035156,61.130001068115234,2200800,,,,62.691185910909425,62.83874224494413,-0.1475563340347037,-0.07454363246168874,,,,,,,-0.03519569950685886,,APO
2022-04-06 13:30:00,60.16999816894531,60.869998931884766,58.5,59.029998779296875,2498200,,,,61.92715258680774,62.225059298342025,-0.2979067115342815,-0.12822198070646573,,,,,,,-0.03435305499959651,,APO
2022-04-07 13:30:00,58.689998626708984,58.97999954223633,56.58000183105469,57.66999816894531,3068200,,,,61.08493591816764,61.549899241995284,-0.4649633238276465,-0.20601090154987628,,,,,,,-0.02303914346053726,,APO
2022-04-08 13:30:00,57.2400016784668,58.18000030517578,56.970001220703125,57.560001373291016,2784400,,,,60.4169621918596,60.999332168544775,-0.5823699766851789,-0.29033718199451275,,,,,,,-0.0019073486933718353,,APO
2022-04-11 13:30:00,57.0,57.5,56.2599983215332,56.869998931884766,2262800,,,,59.767953438609055,60.463756339575326,-0.695802900966271,-0.3790507645003344,,,,,,,-0.011987533442388454,,APO
2022-04-12 13:30:00,57.15999984741211,58.34000015258789,55.29999923706055,55.5099983215332,3129200,,,,59.01090299706169,59.855109113608826,-0.8442061165471344,-0.47894662625775614,,,,,,,-0.0239142014400332,,APO
2022-04-13 13:30:00,56.540000915527344,57.86000061035156,55.72999954223633,57.75,2794300,,,,58.79196233571878,59.608495960655574,-0.8165336249367954,-0.5503917639770871,,,,,,,0.04035312099077948,,APO
2022-04-14 13:30:00,57.900001525878906,58.47999954223633,57.2599983215332,57.4900016784668,2314400,,,,58.57028000505955,59.37056384105995,-0.8002838360003963,-0.6026693718927734,34.05797702378317,,,,,,-0.004502135437804422,,APO
2022-04-18 13:30:00,57.2400016784668,57.36000061035156,56.2400016784668,56.7599983215332,2072300,,,,58.267026832127975,59.08816459877108,-0.8211377666431048,-0.6479564481859542,32.7262986672671,,,,,,-0.012697918518360773,,APO
2022-04-19 13:30:00,56.77000045776367,58.79999923706055,56.77000045776367,58.59000015258789,1626000,,,,58.32040071983485,59.03605250537708,-0.715651785542228,-0.6618876439577508,30.222229380664956,,,,,,0.03224104801216021,,APO
2022-04-20 13:30:00,58.81999969482422,59.88999938964844,58.52000045776367,59.15999984741211,2047400,,,,58.457585578863856,59.04863424300955,-0.5910486641456956,-0.647393468172001,37.798742877734675,,,,,,0.009728617397845252,,APO
2022-04-21 13:30:00,60.290000915527344,61.130001068115234,55.869998931884766,56.15999984741211,2606100,,,,58.085725694883465,58.7632422575345,-0.6775165626510358,-0.6535286079201424,33.66946824206842,,,,,,-0.050709939278866134,,APO
2022-04-22 13:30:00,55.91999816894531,56.09000015258789,53.779998779296875,53.93000030517578,2233500,,,,57.418468792130156,58.2972477968389,-0.8787790047087469,-0.699237420692809,28.723406311138532,,,,,,-0.039707969164802015,,APO
2022-04-25 13:30:00,53.40999984741211,54.470001220703125,52.349998474121094,54.38999938964844,3536700,59.081999969482425,,,56.935452292168556,57.92876457397494,-0.9933122818063822,-0.7587383924139466,26.604072750254616,59.081999969482425,65.68579094439157,52.47820899457328,2426620.0,1.4574593467456791,0.008529558351003885,,APO
2022-04-26 13:30:00,54.16999816894531,54.81999969482422,50.97999954223633,51.150001525878906,3575400,58.479000091552734,,,56.017899767159854,57.30215423185405,-1.2842544646941931,-0.8648200373474996,25.27255325877725,58.479000091552734,65.6718592398102,51.28614094329526,2482495.0,1.4402445926376488,-0.05956973524780318,0.02913561669598931,APO
2022-04-27 13:30:00,51.040000915527344,52.189998626708984,50.369998931884766,50.91999816894531,2614100,57.73950004577637,,,55.21321274854829,56.72284315829767,-1.5096304097493842,-0.9947407575379668,27.853636503413227,57.73950004577637,64.84273526462665,50.63626482692608,2508285.0,1.0421861949499358,-0.004496644185185916,0.026750272789316153,APO
2022-04-28 13:30:00,51.150001525878906,52.84000015258789,50.02000045776367,52.310001373291016,3038400,57.20300006866455,,,54.75677637263661,56.32886558697385,-1.5720892143372396,-1.1108961090714309,35.38714688845427,57.20300006866455,64.24114077833715,50.16485935899195,2558045.0,1.1877820757648907,0.027297785827365306,0.02727434800136192,APO
2022-04-29 13:30:00,51.7400016784668,53.33000183105469,49.68000030517578,49.7599983215332,2688700,56.59149990081787,,,53.973833913162146,55.75118260279252,-1.7773486896303723,-1.2448190584305598,31.231959137607305,56.59149990081787,63.99416668307649,49.18883311855925,2561210.0,1.0497772537199215,-0.04874790641966642,0.028661602917852826,APO
2022-05-02 13:30:00,49.79999923706055,52.0099983215332,49.63999938964844,51.91999816894531,3958500,56.070999717712404,,,53.65293192038109,55.41886715826871,-1.7659352378876179,-1.3494375317394458,38.87640850123279,56.070999717712404,63.2348214526714,48.90717798275341,2638640.0,1.5002046508807567,0.04340835852635849,0.030940936493484384,APO
2022-05-03 13:30:00,52.02000045776367,53.0,51.4900016784668,51.72999954223633,3940300,55.48949966430664,,,53.35320201946668,55.10289813612694,-1.7496961166602603,-1.4297319236324328,41.03416251688836,55.48949966430664,62.022388540191855,48.95661078842143,2749485.0,1.4331047450704404,-0.0036594497960253936,0.030401489470863925,APO
2022-05-04 13:30:00,51.75,53.88999938964844,50.459999084472656,53.65999984741211,4223600,55.11599960327148,,,53.40092633777303,54.98072193101201,-1.579795593238984,-1.459817399771543,40.15407183419279,55.11599960327148,61.12415710416698,49.10784210237598,2850625.0,1.4816399912299933,0.03730911119765201,0.03149768789237719,APO
2022-05-05 13:30:00,55.0099983215332,56.459999084472656,52.66999816894531,53.369998931884766,5274500,54.83299961090088,,,53.396123599746794,54.845765855409574,-1.4496422556627806,-1.4577784270028695,40.096152329586744,54.83299961090088,60.59298211306478,49.07301710873698,2989440.0,1.7643772746735173,-0.005404415138874241,0.030784284893246795,APO
